pregunta,kcal_real,texto_ref,respuesta_rag,kcal_rag,mape_rag,error_abs_rag,coseno_rag,tiempo_rag,clasif_rag,respuesta_gpt,kcal_gpt,mape_gpt,error_abs_gpt,coseno_gpt,tiempo_gpt,clasif_gpt,respuesta_claude,kcal_claude,mape_claude,error_abs_claude,coseno_claude,tiempo_claude,clasif_claude,tokens_in_rag,tokens_out_rag,tokens_in_gpt,tokens_out_gpt,tokens_in_claude,tokens_out_claude,score_similitud_rag,chunks_recuperados_rag,kcal_fuente_rag,claude_model_usado
¿Qué merienda saludable puedo recomendar con aguaymanto para un diabético? ¿Cuántas calorías tiene?,53,"Merienda RECOMENDADO para DM2: Aguaymanto fresco (53 kcal/100g, IG 25) + cañihua pop (381 kcal cruda). 100g aguaymanto + 20g cañihua pop = ~130 kcal. Esta combinación andina aporta vitamina C, hierro y proteínas vegetales con bajo impacto glucémico.","🍽️ **Merienda de Aguaymanto con Yogur Natural y Nueces**
⏱️ Tiempo: 10 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- 100g de aguaymanto
- 150g de yogur natural sin azúcar
- 30g de nueces (opcional)

👨‍🍳 **Preparación:**
1. Lava bien los aguaymantos y colócalos en un tazón.
2. Agrega el yogur natural sobre los aguaymantos.
3. Si deseas, pica las nueces y espolvoréalas por encima.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: aguaymanto
2.° Luego: yogur natural
3.° Al final: nueces (si decides incluirlas)

📊 **Información nutricional estimada (por porción):**
- Calorías: 173 kcal (aproximadamente)
- Carbohidratos: 20g
- Proteínas: 9g
- Grasas: 9g
- Fibra: 5g
- IG estimado: bajo

🧠 **¿Por qué esta receta es buena para ti? (XAI)**
El aguaymanto contiene 51 kcal por 100g según la TPCA CENAN/INS, y tiene un IG de 25, lo que lo hace ideal para personas con diabetes. Es rico en vitamina C y fibra, lo que ayuda a mantener estables los niveles de glucosa. El yogur natural aporta proteínas y probióticos, beneficiosos para la salud intestinal, mientras que las nueces, aunque opcionales, son una buena fuente de grasas saludables y proteínas.

💡 **Tips DM2:**
- Opta por yogur sin azúcar para evitar picos de glucosa.

🔄 **Alternativas:**
- Si no tienes nueces, puedes usar almendras o simplemente disfrutar el aguaymanto con el yogur.

¡Excelente decisión! Esta merienda es deliciosa y nutritiva, perfecta para mantener estables tus niveles de glucosa.",51.0,3.7735849056603774,2.0,0.09388631973728656,11187.424900002952,Excelente,"Calorías: N/A  
No tengo información específica sobre el contenido calórico de una merienda saludable con aguaymanto para diabéticos. Sin embargo, una opción podría ser mezclar aguaymanto con yogur natural sin azúcar y un puñado de nueces. Esta combinación aporta fibra, proteínas y grasas saludables, lo que puede ayudar a controlar los niveles de azúcar en sangre. Es importante consultar con un profesional de la salud para recomendaciones personalizadas.",,,,0.07075970298891716,2770.404499999131,Sin dato,"Calorías: 54 kcal

Una excelente opción es una porción de 100g de aguaymanto fresco solo o acompañado con un puñado de almendras (30g). El aguaymanto es ideal para diabéticos porque tiene bajo índice glucémico, es rico en fibra y vitamina C, y ayuda a controlar los picos de azúcar en sangre.

Si añades las almendras, las calorías totales serían aproximadamente 240 kcal, pero proporcionan grasas saludables y proteína que ralentizan la absorción de glucosa. Otra opción es combinar el aguaymanto con yogur natural sin azúcar (125ml) para una merienda más saciante.

Recomendación: consume entre 80-100g de aguaymanto por porción y evita las versiones deshidratadas o con azúcar añadido.",54.0,1.8867924528301887,1.0,0.10224444860401326,2721.3928999990458,Excelente,4497.0,464.0,204.0,94.0,263.0,228.0,0.5568,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el jurel a la plancha? ¿Es una buena cena para diabéticos?,124,"Cena RECOMENDADA para DM2: Jurel fresco (124 kcal/100g, IG 0) + brócoli al vapor (34 kcal). 150g jurel + 150g brócoli = ~230 kcal totales. El omega-3 del jurel mejora sensibilidad a insulina; el brócoli aporta fibra y vitamina C sin elevar glucosa.","No tengo el dato exacto en la TPCA sobre el jurel a la plancha. Sin embargo, puedo decirte que el jurel fresco contiene 121.0 kcal por 100g según la TPCA CENAN/INS. 

El jurel es una excelente opción para la cena en personas con diabetes tipo 2. Tiene un Índice Glucémico (IG) de 0, lo que significa que no eleva los niveles de glucosa en sangre. Además, es rico en proteínas (22.2g por 100g) y bajo en grasas, lo que lo convierte en una fuente de proteína magra ideal para mantener una buena salud y controlar el peso.

Recuerda siempre acompañar el jurel con una buena porción de vegetales y, si decides incluir carbohidratos, que sean en menor cantidad y al final de la comida. ¡Es una gran elección para tu cena! 🍽️",127.0,2.4193548387096775,3.0,0.10920201306484341,8526.804400000401,Excelente,"Calorías: 200 kcal  
El jurel a la plancha tiene aproximadamente 200 calorías por cada 100 gramos. Es una opción saludable para la cena, especialmente para diabéticos, ya que es rico en proteínas y ácidos grasos omega-3, que pueden ayudar a mejorar la salud cardiovascular. Además, tiene un bajo contenido de carbohidratos, lo que lo hace adecuado para el control de la glucosa en sangre. Sin embargo, es importante considerar la preparación y los acompañamientos.",200.0,61.29032258064516,76.0,0.07066446238515144,3002.722499997617,Revisar,"Calorías: 206 kcal

El jurel a la plancha (100g de filete) contiene aproximadamente 206 calorías, dependiendo de la cantidad de aceite usado en la cocción.

Es una excelente opción para diabéticos por varias razones: es rico en proteínas de alta calidad, tiene bajo índice glucémico (no eleva rápidamente el azúcar en sangre), contiene ácidos grasos omega-3 beneficiosos y es bajo en carbohidratos. Preparado a la plancha con mínimo aceite es ideal.

Para una cena completa y equilibrada, acompaña el jurel con verduras sin almidón (brócoli, espinaca, tomate) y una pequeña porción de carbohidratos complejos si es necesario.",206.0,66.12903225806451,82.0,0.08388668050765627,2517.63260000007,Revisar,4157.0,191.0,203.0,103.0,257.0,203.0,0.495,10.0,contexto,claude-haiku-4-5-20251001
¿Qué colación con palta es recomendada para un paciente con diabetes tipo 2? ¿Cuántas calorías tiene la palta?,177,"Colación RECOMENDADA para DM2: Palta (177 kcal/100g, IG 15) con tomate cherry (20 kcal). 50g palta (~90 kcal) + 100g tomate (20 kcal) = ~110 kcal. La palta aporta grasas monoinsaturadas que mejoran perfil lipídico; el tomate licopenos antioxidantes.","La palta contiene 130.0 kcal por 100g según la TPCA CENAN/INS.

🍽️ **Colación de Palta con Verduras**
⏱️ Tiempo: 10 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- 100g de palta (1/2 palta mediana)
- 1 tomate pequeño
- 1/4 de cebolla roja
- Jugo de 1/2 limón
- Sal y pimienta al gusto

👨‍🍳 **Preparación:**
1. Corta la palta, el tomate y la cebolla en cubos pequeños.
2. Mezcla todos los ingredientes en un tazón.
3. Añade el jugo de limón, sal y pimienta al gusto.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: **ensalada de tomate y cebolla**
2.° Luego: **palta**
3.° Al final: **no se añaden carbohidratos en esta colación**

📊 **Información nutricional estimada (por porción):**
- Calorías: 130 kcal
- Carbohidratos: 6.6g
- Proteínas: 1.8g
- Grasas: 12.5g
- Fibra: 6.6g
- IG estimado: 15 (bajo)

🧠 **¿Por qué esta receta es buena para ti?**
La palta (IG=15) es rica en grasas saludables que ayudan a mejorar la sensibilidad a la insulina y contiene fibra que ralentiza la absorción de glucosa. Además, el tomate y la cebolla aportan antioxidantes y vitaminas.

💡 **Tips DM2:**
- Puedes acompañar esta colación con galletas integrales bajas en carbohidratos si deseas un extra de fibra.

🔄 **Alternativas:**
- Si no tienes tomate, puedes usar pepino o zanahoria rallada.",166.0,6.214689265536723,11.0,0.18790810936160524,11260.17789999969,Excelente,"Calorías: 160 kcal  
La palta, también conocida como aguacate, es una buena opción para una colación en pacientes con diabetes tipo 2 debido a su bajo índice glucémico y su alto contenido de grasas saludables. Una porción de 100 gramos de palta contiene aproximadamente 160 calorías. Se puede combinar con otros alimentos como rodajas de pepino o tomate para hacer una colación nutritiva y equilibrada. Sin embargo, es importante controlar las porciones para mantener un adecuado control de la glucosa.",160.0,9.6045197740113,17.0,0.09990739601102258,3799.4627000007313,Excelente,"Calorías: 160 kcal

Una palta mediana (100g) contiene aproximadamente 160 calorías. Para un paciente con diabetes tipo 2, una colación recomendada sería:

- Media palta con 2-3 galletas integrales o con vegetales crudos (zanahoria, pepino, tomate)
- Acompañada de proteína magra como queso fresco o huevo cocido
- Esta combinación proporciona grasas saludables, fibra y proteína, lo que ayuda a controlar la glucemia

La palta es beneficiosa por su contenido de grasas monoinsaturadas y fibra, pero debe controlarse la porción debido a su densidad calórica. Se recomienda consultar con un nutricionista para ajustar según necesidades individuales.",160.0,9.6045197740113,17.0,0.14726595454835995,2503.445099999226,Excelente,4763.0,434.0,209.0,111.0,265.0,204.0,0.5188,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el camu camu? ¿Es una bebida recomendada para diabéticos?,17,"Bebida RECOMENDADA para DM2: Camu camu (17 kcal/100g, IG muy bajo) + maracuyá (67 kcal, IG 30). Esta combinación aporta vitamina C excepcional (>2000mg desde el camu camu) y fibra del maracuyá. Sin azúcar agregada. Total: ~30 kcal por vaso. Ideal para control glucémico.","El camu camu contiene 24.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a su consumo, el camu camu es una fruta rica en vitamina C y tiene un bajo contenido calórico, lo que la hace recomendable para personas con diabetes mellitus tipo 2. Sin embargo, si se consume en forma de bebida, es importante asegurarse de que no contenga azúcares añadidos. Siempre es mejor optar por preparaciones naturales y sin endulzantes para mantener un control adecuado de la glucosa. ¡Consulta con tu médico antes de hacer cambios en tu dieta!",24.0,41.17647058823529,7.0,0.14776594955554245,8178.316300000006,Revisar,"Calorías: N/A  
El camu camu es una fruta rica en vitamina C y antioxidantes, pero no hay información específica sobre su contenido calórico. En cuanto a su consumo por diabéticos, se considera que puede ser beneficioso debido a su bajo índice glucémico y propiedades antiinflamatorias. Sin embargo, siempre es recomendable consultar a un profesional de la salud antes de incorporar nuevos alimentos a la dieta.",,,,0.07849582121595779,2707.0929000001343,Sin dato,"Calorías: 36 kcal

El camu camu es una fruta amazónica pequeña (por cada 100g). Es muy baja en calorías y destaca por su altísimo contenido de vitamina C, superior al de la naranja.

Para diabéticos, el camu camu natural es generalmente recomendable porque tiene bajo índice glucémico y es rico en fibra. Sin embargo, las bebidas comerciales de camu camu suelen contener azúcares añadidos, por lo que debes revisar la etiqueta. Lo ideal es consumir la fruta entera o preparaciones sin azúcar agregada.

Consulta siempre con tu médico o nutricionista antes de incluirlo en tu dieta si tienes diabetes.",36.0,111.76470588235294,19.0,0.18923270616044674,2559.5391999995627,Revisar,4353.0,130.0,202.0,87.0,257.0,186.0,0.4434,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la lúcuma fresca? ¿Puede ser un postre para diabéticos?,99,"La lúcuma fresca contiene 99 kcal por 100g según la TPCA. IG 25, bajo. RECOMENDADO como postre natural para DM2 en porciones de 100g. Aporta 2.3g de fibra y niacina. Sustituto natural del azúcar en preparaciones.","La lúcuma fresca contiene 97 kcal por 100g según la TPCA CENAN/INS. 

Sí, la lúcuma puede ser un excelente postre para diabéticos, ya que tiene un índice glucémico muy bajo (IG 25), lo que significa que su consumo no provoca picos significativos en los niveles de glucosa en sangre. Además, es una fruta rica en nutrientes y fibra, lo que la convierte en una opción saludable y deliciosa. ¡Es una gran elección para disfrutar de un postre natural! 🍽️",97.0,2.0202020202020203,2.0,0.25113741881582397,8063.642200002505,Excelente,"Calorías: 73 kcal  
La lúcuma fresca tiene aproximadamente 73 calorías por cada 100 gramos. Es una fruta que contiene azúcares naturales, pero su índice glucémico es relativamente bajo, lo que la hace una opción viable en moderación para personas con diabetes. Sin embargo, siempre es recomendable consultar a un profesional de la salud antes de incluirla en la dieta.",73.0,26.262626262626267,26.0,0.134660379946103,2268.4726000006776,Revisar,"Calorías: 100 kcal

La lúcuma fresca contiene aproximadamente 100 calorías por cada 100 gramos. Es una fruta andina con bajo contenido de grasa y buena cantidad de fibra.

Respecto a diabéticos: la lúcuma tiene un índice glucémico moderado-alto y contiene azúcares naturales significativos (alrededor de 11-13g por 100g). No es la opción ideal como postre frecuente para personas con diabetes, aunque pequeñas porciones ocasionales podrían ser toleradas según el control individual.

Es mejor consumirla combinada con proteína o grasas saludables para moderar el impacto glucémico, o elegir alternativas con menor carga de azúcar.",100.0,1.0101010101010102,1.0,0.17619527660901843,7455.7034999997995,Excelente,4350.0,112.0,201.0,81.0,257.0,193.0,0.5118,10.0,contexto,claude-haiku-4-5-20251001
"¿Cuántas calorías tienen los superalimentos andinos como quinua, tarwi y kiwicha? ¿Cuál recomiendas más para DM2?",399,"Superalimentos andinos para DM2 según la TPCA: Tarwi (399 kcal, IG 16) es el mejor para DM2 por su mínimo impacto glucémico y 47g proteínas. Quinua (351 kcal, IG 53) y kiwicha (351 kcal, IG 35) son también RECOMENDADOS. La cañihua (381 kcal, IG 45) es la menos conocida pero muy nutritiva.","La quinua contiene 317 kcal por 100g según la TPCA CENAN/INS. El tarwi no tengo el dato exacto en la TPCA, pero se considera un alimento muy nutritivo y bajo en índice glucémico. La kiwicha contiene 351 kcal por 100g según la TPCA CENAN/INS.

Para pacientes con Diabetes Mellitus Tipo 2 (DM2), te recomiendo la quinua. Tiene un Índice Glucémico (IG) de 53, lo que la hace adecuada para controlar los niveles de glucosa en sangre. Además, es rica en proteínas y fibra, lo que ayuda a ralentizar la absorción de glucosa. 

La kiwicha también es una excelente opción, con un IG de 35, pero su contenido calórico es un poco más alto. Ambas son nutritivas, pero la quinua es más versátil en la cocina. ¡Excelente decisión al incluir estos superalimentos en tu dieta!",317.0,20.551378446115287,82.0,0.23134942760546967,9314.093299999513,Revisar,"Calorías: N/A  
No tengo datos específicos sobre las calorías de cada superalimento andino. Sin embargo, en general, la quinua tiene alrededor de 368 kcal por cada 100 gramos, el tarwi aproximadamente 400 kcal y la kiwicha cerca de 350 kcal. Para personas con diabetes tipo 2 (DM2), la quinua es una buena opción debido a su bajo índice glucémico y alto contenido de fibra, lo que ayuda a controlar los niveles de azúcar en sangre.",,,,0.12087083771814522,2686.67799999821,Sin dato,"Calorías: 368 kcal

Estos valores corresponden aproximadamente a 100g de quinua cruda (la más común). La kiwicha tiene alrededor de 390 kcal por 100g, y el tarwi (lupino andino) ronda 270 kcal por 100g cocido.

Para diabetes tipo 2, recomiendo la quinua y kiwicha por su índice glucémico moderado (55-60) y alto contenido de fibra (8-9g/100g). El tarwi es excelente por su proteína (36g/100g) pero menos estudiado en TPCA para DM2.

La quinua destaca por ser completa en aminoácidos. Consume porciones controladas (40-50g crudo) acompañadas de proteína y grasas saludables para minimizar picos de glucosa.

No tengo datos TPCA específicos comparativos entre estos tres superalimentos para DM2.",368.0,7.769423558897243,31.0,0.1767658259155065,3259.282399998483,Excelente,4728.0,203.0,213.0,106.0,269.0,241.0,0.5593,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el brócoli crudo? ¿Es libre consumo para diabéticos?,34,"El brócoli crudo contiene 34 kcal por 100g según la TPCA. IG 10, muy bajo. Aporta 3.6g de proteínas, 2.6g de fibra y vitamina C. RECOMENDADO de consumo libre para DM2. Sin restricción de cantidad.","El brócoli contiene 32.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, el brócoli es recomendado para personas con diabetes mellitus tipo 2. Es bajo en calorías y carbohidratos, y además aporta fibra, lo que ayuda a regular la glucosa en sangre. ¡Incluirlo en tu dieta es una excelente decisión! 🥦",32.0,5.88235294117647,2.0,0.14612604572532947,8373.654200000601,Excelente,"Calorías: 34 kcal  
El brócoli crudo tiene aproximadamente 34 calorías por cada 100 gramos. Es un alimento bajo en calorías y rico en nutrientes, lo que lo convierte en una excelente opción para personas con diabetes. Además, su alto contenido de fibra puede ayudar a regular los niveles de azúcar en la sangre. Sin embargo, siempre es recomendable consultar con un profesional de la salud para personalizar la dieta.",34.0,0.0,0.0,0.15490585253554512,4711.651099998562,Excelente,"Calorías: 34 kcal

El brócoli crudo tiene aproximadamente 34 calorías por cada 100 gramos. Es una verdura muy baja en calorías y carbohidratos digeribles.

Para diabéticos, el brócoli es una excelente opción. Tiene un índice glucémico bajo y es rico en fibra, lo que ayuda a controlar los niveles de glucosa en sangre. Puede consumirse libremente en porciones razonables sin afectar significativamente los niveles de azúcar.

Además, aporta vitaminas C y K, minerales y antioxidantes beneficiosos para la salud general.",34.0,0.0,0.0,0.13638554355826932,2163.963800001511,Excelente,4297.0,83.0,201.0,89.0,254.0,167.0,0.4675,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la espinaca cruda? ¿Cuánto puede comer un diabético?,26,"La espinaca cruda contiene 26 kcal por 100g según la TPCA. IG 15, muy bajo. Aporta 2.9g de proteínas, 2.2g de fibra y hierro. RECOMENDADO de consumo libre para DM2. Consumo ilimitado recomendado.","La espinaca contiene 30.0 kcal por 100g según la TPCA CENAN/INS. 

Para un paciente con diabetes mellitus tipo 2, la espinaca es una excelente opción, ya que tiene un Índice Glucémico (IG) de 15, lo que significa que tiene un impacto muy bajo en los niveles de glucosa en sangre. Puedes consumir una porción de espinaca cruda de aproximadamente 100g, que es una cantidad adecuada y segura. Además, puedes incluirla en ensaladas o como acompañamiento en tus comidas. ¡Es una opción muy saludable! 🥗",24.0,7.6923076923076925,2.0,0.19511226131449577,7858.7357999967935,Excelente,"Calorías: 23 kcal  
La espinaca cruda tiene aproximadamente 23 calorías por cada 100 gramos. Es un alimento bajo en calorías y rico en nutrientes, lo que la convierte en una excelente opción para personas con diabetes. Se puede consumir en cantidades adecuadas, ya que tiene un bajo índice glucémico y aporta fibra, lo que ayuda a controlar los niveles de azúcar en sangre. Sin embargo, siempre es recomendable que los diabéticos consulten a un profesional de la salud para determinar la cantidad adecuada para su dieta.",23.0,11.538461538461538,3.0,0.11531610349954131,3011.96500000151,Aceptable,"Calorías: 23 kcal

La espinaca cruda tiene aproximadamente 23 calorías por cada 100 gramos. Es una verdura muy baja en calorías y carbohidratos, lo que la hace excelente para diabéticos.

Un diabético puede consumir espinaca sin restricciones significativas de cantidad. Se recomienda incluirla regularmente en ensaladas y comidas porque tiene bajo índice glucémico y no afecta los niveles de azúcar en sangre. Aporta fibra, vitaminas y minerales sin impacto negativo en el control glucémico.

Lo ideal es que cualquier persona con diabetes consulte con su médico o nutricionista para un plan personalizado, pero la espinaca es generalmente considerada un alimento seguro y beneficioso para esta condición.",23.0,11.538461538461538,3.0,0.11424650697846611,2493.976500001736,Aceptable,4494.0,131.0,202.0,111.0,256.0,202.0,0.4449,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la zanahoria cruda? ¿La puede comer libremente un diabético?,44,"La zanahoria cruda contiene 44 kcal por 100g según la TPCA. IG cruda 16, muy bajo. Aporta 1.1g de proteínas, 3.2g de fibra y betacarotenos. RECOMENDADO para DM2 cruda. Nota: cocida el IG sube a 47.","La zanahoria cruda contiene 19.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, la zanahoria es un alimento recomendado para personas con diabetes tipo 2, ya que tiene un Índice Glucémico (IG) de 47, lo que se considera bajo. Esto significa que su consumo no provoca un aumento significativo en los niveles de glucosa en sangre. Sin embargo, es importante consumirla en porciones adecuadas y dentro de un plan alimentario equilibrado. ¡Recuerda siempre consultar con tu médico o nutricionista para adaptar tu dieta a tus necesidades específicas!",36.0,18.181818181818183,8.0,0.19124838280905843,7711.072800000693,Aceptable,"Calorías: 41 kcal  
La zanahoria cruda tiene aproximadamente 41 calorías por cada 100 gramos. Es un alimento bajo en calorías y tiene un índice glucémico relativamente bajo, lo que la hace adecuada para personas con diabetes. Sin embargo, como con cualquier alimento, es importante consumirla con moderación y dentro de un plan de alimentación equilibrado. Se recomienda consultar a un profesional de la salud para un asesoramiento personalizado.",41.0,6.8181818181818175,3.0,0.1139852438876068,2682.4567999974533,Excelente,"Calorías: 41 kcal

Por cada 100 gramos de zanahoria cruda, contiene aproximadamente 41 calorías. Es un alimento muy bajo en calorías y con alto contenido de fibra.

Respecto a los diabéticos: sí, pueden consumirla libremente en cantidades razonables. La zanahoria tiene un índice glucémico bajo-medio y la fibra ayuda a controlar la absorción de azúcares. Sin embargo, deben considerar la porción y el contexto de su plan alimentario general. Lo ideal es que consulten con su médico o nutricionista para ajustar según su situación específica.",41.0,6.8181818181818175,3.0,0.17989594827873367,2445.524899998418,Excelente,4467.0,129.0,203.0,93.0,255.0,163.0,0.4846,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el jurel fresco por 100 gramos? ¿Es bueno para diabéticos?,124,El jurel fresco contiene 124 kcal por 100g según la TPCA. IG 0. Aporta 20.2g de proteínas y 4.7g de grasas omega-3. RECOMENDADO para DM2. El omega-3 reduce inflamación y mejora la sensibilidad a la insulina.,"El jurel fresco contiene 121.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, el jurel fresco es muy bueno para diabéticos. Tiene un Índice Glucémico (IG) de 0, lo que significa que no eleva los niveles de glucosa en sangre. Además, es una excelente fuente de proteínas (22.2g por 100g) y grasas saludables (2.7g), lo que lo convierte en una opción nutritiva y recomendada para personas con diabetes mellitus tipo 2.",121.0,2.4193548387096775,3.0,0.23966719985102508,7540.60329999993,Excelente,"Calorías: 140 kcal  
El jurel fresco tiene aproximadamente 140 calorías por cada 100 gramos. Es una buena fuente de proteínas y ácidos grasos omega-3, lo que puede ser beneficioso para la salud cardiovascular. Además, su bajo contenido en carbohidratos lo hace adecuado para personas con diabetes, ya que no provoca picos significativos en los niveles de glucosa en sangre. Sin embargo, siempre es recomendable consultar a un profesional de la salud para un asesoramiento personalizado.",140.0,12.903225806451612,16.0,0.13485527600974784,3047.4504999983765,Aceptable,"Calorías: 99 kcal

El jurel fresco es un pescado blanco magro con aproximadamente 99 calorías por 100 gramos. Es una excelente opción para diabéticos porque tiene bajo índice glucémico, no contiene carbohidratos y es rico en proteínas de alta calidad que ayudan a mantener estable el nivel de glucosa en sangre.

Además, el jurel aporta ácidos grasos omega-3 beneficiosos para la salud cardiovascular, aspecto importante en personas diabéticas. Su contenido de grasas es mínimo, lo que lo hace ideal para dietas controladas.

Se recomienda prepararlo al horno, a la parrilla o cocido para mantener sus propiedades nutricionales sin añadir calorías innecesarias.",99.0,20.161290322580644,25.0,0.15944042354837967,2712.6739000013913,Revisar,4283.0,116.0,202.0,103.0,258.0,203.0,0.4745,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la pechuga de pollo sin piel? ¿Es apta para la dieta del diabético?,121,La pechuga de pollo sin piel contiene 121 kcal por 100g según la TPCA. IG 0. Aporta 22.5g de proteínas y solo 2.8g de grasas. RECOMENDADO para DM2 como proteína magra. No eleva la glucosa.,"La pechuga de pollo sin piel contiene 121.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, es apta para la dieta del diabético, ya que es una fuente de proteína magra baja en grasa y no contiene carbohidratos, lo que la hace recomendable para el control de la glucosa en sangre. ¡Excelente elección!",121.0,0.0,0.0,0.3786901882689204,7530.733800002054,Excelente,"Calorías: 165 kcal  
La pechuga de pollo sin piel tiene aproximadamente 165 calorías por cada 100 gramos. Es una fuente de proteína magra, baja en grasas y carbohidratos, lo que la hace apta para la dieta de una persona diabética. Además, su bajo contenido de carbohidratos ayuda a mantener estables los niveles de glucosa en sangre. Sin embargo, siempre es recomendable consultar a un profesional de la salud para personalizar la dieta.",165.0,36.36363636363637,44.0,0.2604499358960326,4388.038199998846,Revisar,"Calorías: 165 kcal

Por cada 100 gramos de pechuga de pollo cocida sin piel, contiene aproximadamente 165 calorías. Es una excelente fuente de proteína magra con muy bajo contenido de grasa.

Para diabéticos es muy apta. La pechuga de pollo tiene bajo índice glucémico, no eleva significativamente la glucosa en sangre y su alto contenido proteico ayuda a mantener la saciedad. Se recomienda prepararla sin salsas azucaradas, cocida, a la plancha o al horno. Consulta siempre con tu médico o nutricionista para adaptar las porciones a tu plan específico.",165.0,36.36363636363637,44.0,0.2645158898524767,2378.501300001517,Revisar,4103.0,79.0,206.0,100.0,260.0,176.0,0.5825,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el huevo de gallina crudo? ¿Cuántos puede comer un diabético por día?,155,"El huevo de gallina crudo contiene 155 kcal por 100g (aprox. 1 huevo grande = 60g = 93 kcal) según la TPCA. Aporta 12.6g de proteínas, 11.5g de grasas y 0.7g de carbohidratos. IG 0. RECOMENDADO hasta 1 huevo diario para DM2. Proteína de alto valor biológico.","El huevo de gallina entero, crudo, contiene 166.0 kcal por 100g según la TPCA CENAN/INS.

Respecto a la cantidad de huevos que puede consumir un diabético, generalmente se recomienda un consumo moderado. Para la mayoría de las personas con diabetes tipo 2, consumir de 1 a 2 huevos al día es seguro y puede ser parte de una dieta equilibrada, pero es importante considerar el contexto general de la alimentación y otros factores de salud. Siempre es recomendable consultar con un médico o nutricionista para obtener una recomendación personalizada.",166.0,7.096774193548387,11.0,0.24376717789987892,8013.006700002734,Excelente,"Calorías: 155 kcal  
Un huevo de gallina crudo tiene aproximadamente 155 calorías. En cuanto a la cantidad que puede consumir un diabético, esto puede variar según su dieta y recomendaciones médicas. Generalmente, los huevos son una buena fuente de proteínas y pueden ser parte de una dieta equilibrada, pero es importante consultar con un profesional de la salud para determinar la cantidad adecuada.",155.0,0.0,0.0,0.18426222337272166,2133.219100000133,Excelente,"Calorías: 155 kcal

Un huevo de gallina crudo de tamaño medio (aproximadamente 50g) contiene alrededor de 155 calorías. Esta cifra proviene de datos nutricionales estándar de bases de datos alimentarias.

Respecto a los diabéticos: los huevos son una excelente opción porque tienen bajo índice glucémico y no elevan significativamente la glucosa en sangre. La mayoría de expertos sugiere que un diabético puede consumir de 1 a 2 huevos diarios sin problemas, aunque esto depende del plan nutricional individual y del control glucémico de cada persona.

Lo ideal es que consulte con su médico o nutricionista para determinar la cantidad exacta según su situación específica.",155.0,0.0,0.0,0.22139616974716114,2510.6191000013496,Excelente,4282.0,119.0,206.0,82.0,260.0,192.0,0.4763,10.0,contexto,claude-haiku-4-5-20251001
